Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAY,NO,0,Asian,0,,3.45,122.0,0,0,Diplomacy & World Affairs,M,"Very High OxyS - $46,000 +",4,4426
0,FAN,NO,0,White,0,CA,3.33,323.0,0,1,Cognitive Science,F,No OxyS - $0,4,7679
0,FAY,DIR,0,White,0,CA,3.96,,0,0,Pre-law Advising,F,"Low OxyS - $1 to $19,999",2,7810
0,FAY,DIR,0,White,0,CA,3.87,383.0,0,1,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,4067
0,FAY,DIR,0,White,0,TX,3.67,480.0,0,0,Physics,M,"Low OxyS - $1 to $19,999",2,6824
0,FAN,NO,0,White,0,CA,3.54,621.0,1,0,Theater,M,No OxyS - $0,4,7228
0,FAY,DIR,0,White,0,CO,3.94,167.0,0,1,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,5500
0,FAY,PRES,0,White,0,CA,4.0,,1,1,Mathematics,M,"Low OxyS - $1 to $19,999",1,4289
0,FAY,NO,1,White,0,CA,4.0,409.0,1,0,Physics: 3-2 Engineering Program,F,"High OxyS - $30,000 to $45,999",3,3352
0,FAN,LDRS,1,White,0,CA,3.6,623.0,0,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,793
0,FAY,,0,Asian,1,CA,3.62,,0,0,Chemistry,F,"High OxyS - $30,000 to $45,999",2,1418
0,FAN,PRES,0,Black or African American,0,NY,3.64,152.0,0,0,Urban and Environmental Policy,M,"Low OxyS - $1 to $19,999",1,3540
0,FAY,NO,0,White,0,CA,3.56,445.0,1,0,Urban and Environmental Policy,M,No OxyS - $0,4,1761
0,FAN,NO,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,NY,3.81,61.0,1,1,Urban and Environmental Policy,F,No OxyS - $0,2,2376
0,FAY,DIR,0,White,0,,3.88,12.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,1518
0,FAY,NO,0,White,0,CO,3.71,617.0,0,0,Sociology,F,"Low OxyS - $1 to $19,999",3,2576
0,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.35,527.0,1,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,1049
0,FAY,DIR,0,"American Indian or Alaska Native, White",0,CA,4.0,,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,6656
0,FAN,NO,0,Asian,0,CA,3.64,539.0,0,0,Psychology,F,No OxyS - $0,3,9316
1,FAY,,0,White,1,CO,3.71,,0,0,Politics,M,"High OxyS - $30,000 to $45,999",2,6664
0,FAY,,0,Asian,0,CA,3.58,,0,0,Economics,M,"Low OxyS - $1 to $19,999",3,3777
0,FAY,DIR,0,Asian,0,CO,3.9,567.0,1,0,Biochemistry,M,"Low OxyS - $1 to $19,999",2,9362
0,FAY,DIR,0,Asian,0,CA,3.76,407.0,0,0,Critical Theory & Social Justice,F,"Medium OxyS - $20,000 - $29,999",2,1598
0,FAN,NO,0,Asian,0,CA,3.48,400.0,1,0,English,F,No OxyS - $0,3,5160
0,FAN,NO,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,CA,3.58,66.0,1,1,Cognitive Science,F,No OxyS - $0,3,7668
0,FAY,NO,0,White,0,CA,3.83,534.0,0,0,Physics: 3-2 Engineering Program,F,"High OxyS - $30,000 to $45,999",2,4757
0,FAY,NO,0,White,0,MA,3.96,426.0,1,0,Philosophy,M,"Low OxyS - $1 to $19,999",2,7922
0,FAY,PRES,0,White,0,IL,4.0,201.0,1,0,Economics,F,"High OxyS - $30,000 to $45,999",1,7381
0,FAY,PRES,0,White,0,WA,4.0,456.0,1,1,Biochemistry,M,"Medium OxyS - $20,000 - $29,999",1,7060
0,FAY,DIR,1,White,0,AZ,3.97,752.0,1,0,Public Health,F,"Medium OxyS - $20,000 - $29,999",2,2939
0,FAY,LDRS,0,White,0,CA,3.62,46.0,1,0,Physics: 3-2 Engineering Program,F,"High OxyS - $30,000 to $45,999",3,7619
0,FAY,LDRS,0,White,0,PA,3.94,276.0,0,0,Neuroscience,F,"High OxyS - $30,000 to $45,999",2,7345
0,FAY,TRST,0,White,0,MA,3.88,,0,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",1,602
1,FAY,NO,0,White,0,NY,3.21,228.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",4,514
0,FAY,NO,0,White,0,WA,3.55,50.0,0,0,Biology,F,"Very High OxyS - $46,000 +",3,295
0,FAY,DIR,0,Hispanic/Latino,0,RI,3.97,,1,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",2,257
0,FAY,NO,0,White,0,MA,3.66,190.0,1,0,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",3,5718
0,FAY,NO,0,Hispanic/Latino,1,CA,3.81,183.0,0,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",4,6704
0,FAY,NO,0,White,0,MD,3.72,70.0,0,1,Biology,F,No OxyS - $0,4,9472
0,FAY,NO,0,White,0,CA,3.1,582.0,1,0,Kinesiology,M,"Low OxyS - $1 to $19,999",4,3613
0,FAN,NO,1,"Asian, White",0,CA,3.61,141.0,1,0,Computer Science,M,No OxyS - $0,3,5009
0,FAY,DIR,0,"Black or African American, White",0,CA,3.91,42.0,0,0,Politics,M,"High OxyS - $30,000 to $45,999",2,8687
1,FAN,NO,0,White,0,CA,3.44,85.0,1,0,Economics,M,No OxyS - $0,4,2924
0,FAY,NO,0,"American Indian or Alaska Native, Asian, Native Hawaiian or Other Pacific Islander",0,CA,3.94,102.0,1,0,Biology,F,"High OxyS - $30,000 to $45,999",2,2196
0,FAY,MBS,0,,0,CA,3.92,,1,0,Mathematics,F,"Medium OxyS - $20,000 - $29,999",1,7089
0,FAY,NO,0,White,0,DC,3.19,124.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",5,9137
0,FAY,TRST,0,White,0,CA,3.96,531.0,1,0,Undecided,M,"Low OxyS - $1 to $19,999",1,1828
0,FAY,NO,0,Asian,1,CA,3.84,230.0,1,0,Politics,F,"High OxyS - $30,000 to $45,999",3,5287
0,FAY,MBS,0,White,0,CA,3.99,28.0,1,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,2412
0,FAN,DIR,0,"Asian, White",0,CA,3.58,28.0,0,0,Neuroscience,M,"Low OxyS - $1 to $19,999",2,7239
0,FAY,,0,"Asian, White",0,CA,3.77,,1,1,Biology,F,"Low OxyS - $1 to $19,999",3,6195
0,FAY,DIR,0,Asian,0,CA,3.57,472.0,0,0,Biology,F,"Very High OxyS - $46,000 +",2,9232
0,FAY,NO,0,White,0,OR,3.5,402.0,1,0,Biology,F,No OxyS - $0,3,6147
1,FAN,,0,White,0,PA,3.67,,1,0,Group Language (Foreign Languages),M,No OxyS - $0,3,381
0,FAY,LDRS,0,White,0,GA,3.69,270.0,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,6338
1,FAY,NO,0,White,0,NV,3.75,656.0,1,0,Philosophy,M,"High OxyS - $30,000 to $45,999",3,4826
0,FAN,,0,White,0,CA,3.48,,1,1,Cognitive Science,F,No OxyS - $0,2,5230
0,FAY,TEX,0,"Hispanic/Latino, White",0,OH,3.86,85.0,1,0,Art History,F,"Very High OxyS - $46,000 +",1,8751
0,FAN,NO,0,White,0,CO,3.97,61.0,1,0,Kinesiology,F,No OxyS - $0,3,1114
1,FAY,NO,0,White,0,MD,3.77,56.0,1,1,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",3,4345
1,FAY,NO,0,"Asian, White",0,IL,3.58,1084.0,1,0,Physics,F,"High OxyS - $30,000 to $45,999",2,5865
0,FAY,DIR,0,Hispanic/Latino,1,CA,3.58,182.0,0,0,Sociology,M,"High OxyS - $30,000 to $45,999",2,1314
0,FAN,NO,0,White,0,NV,3.65,66.0,1,0,Diplomacy & World Affairs,M,No OxyS - $0,3,1253
1,FAN,NO,0,White,1,AZ,3.44,66.0,0,0,Computer Science,M,No OxyS - $0,4,3861
1,FAY,TRST,0,Asian,1,CA,3.73,,1,0,Religious Studies,F,"High OxyS - $30,000 to $45,999",1,4432
0,FAY,,0,,0,CA,3.6,,1,0,Urban and Environmental Policy,M,"Low OxyS - $1 to $19,999",4,3035
1,FAN,NO,0,White,0,NY,3.68,62.0,1,0,Diplomacy & World Affairs,M,No OxyS - $0,4,8691
0,FAY,DIR,0,Asian,0,CA,3.55,588.0,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,9393
1,FAY,NO,0,Asian,0,HI,3.81,419.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",3,9228
0,FAY,NO,0,Asian,1,CA,3.5,560.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,8623
1,FAY,,0,Asian,0,CA,3.5,,1,0,Computer Science,M,"High OxyS - $30,000 to $45,999",2,5247
0,FAN,,0,"Asian, White",0,CA,3.76,,1,0,Art History,F,No OxyS - $0,3,7860
0,FAY,NO,0,Asian,0,CA,3.62,510.0,0,0,Biology,M,No OxyS - $0,4,4376
1,FAN,ACH,0,Asian,1,CA,3.71,85.0,0,0,Neuroscience,F,"Low OxyS - $1 to $19,999",3,9363
0,FAY,DIR,0,"Asian, White",1,CA,4.0,498.0,1,0,Kinesiology,F,"High OxyS - $30,000 to $45,999",2,490
0,FAN,NO,0,White,0,NE,3.31,593.0,0,0,English,F,No OxyS - $0,3,585
0,FAN,NO,0,White,0,NY,3.64,63.0,0,0,Economics,M,No OxyS - $0,3,8193
0,FAN,DIR,0,White,0,WA,3.9,242.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,4564
0,FAY,NO,1,White,0,CA,3.48,336.0,1,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",4,5735
0,FAY,PRES,0,White,0,NY,3.93,,0,1,English,F,"High OxyS - $30,000 to $45,999",1,9206
0,FAY,,0,White,0,AZ,3.64,,1,1,Diplomacy & World Affairs,F,No OxyS - $0,2,8364
1,FAY,DIR,0,"Asian, Native Hawaiian or Other Pacific Islander",1,AS,3.96,8.0,0,0,Engineering Combined Degree Program,F,"Very High OxyS - $46,000 +",2,5057
0,FAY,DIR,0,White,1,CA,3.88,,0,1,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,2897
0,FAY,TRST,0,White,0,CA,3.83,,0,0,English,M,"Low OxyS - $1 to $19,999",1,9129
0,FAY,LDRS,0,Asian,0,CA,3.71,597.0,1,1,Pre-law Advising,F,"Low OxyS - $1 to $19,999",2,5859
0,FAY,PRES,0,,0,PA,4.0,,0,0,Cognitive Science,M,"High OxyS - $30,000 to $45,999",1,4973
0,FAY,NO,0,"Black or African American, White",0,WA,3.8,93.0,1,1,Economics,M,No OxyS - $0,3,1569
0,FAN,TRST,0,White,0,CA,4.0,238.0,1,0,Sociology,F,"Low OxyS - $1 to $19,999",1,999
0,FAN,NO,0,White,0,CA,3.48,1034.0,1,0,Critical Theory & Social Justice,F,No OxyS - $0,3,3177
0,FAY,NO,0,Black or African American,0,CA,3.76,570.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",5,2780
0,FAY,DIR,0,Asian,0,CA,4.0,493.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,5300
0,FAN,NO,0,White,0,MA,3.74,300.0,1,1,Undecided,M,No OxyS - $0,3,2053
0,FAY,NO,0,Asian,0,CA,3.88,100.0,0,0,Politics,F,"Very High OxyS - $46,000 +",3,1939
0,FAY,DIR,0,"Black or African American, White",0,CT,3.73,172.0,1,0,Theater,M,"Medium OxyS - $20,000 - $29,999",2,6144
1,FAY,,0,"Hispanic/Latino, White",0,CA,3.62,,1,1,Psychology,M,"Low OxyS - $1 to $19,999",3,4728
0,FAY,,0,White,0,TN,3.64,,1,0,Art History,F,"Low OxyS - $1 to $19,999",4,2717
0,FAY,NO,0,White,0,CA,3.79,465.0,1,0,Chemistry,M,No OxyS - $0,3,4806
0,FAY,MBS,0,White,0,CA,3.98,,0,1,Physics: 3-2 Engineering Program,M,"Medium OxyS - $20,000 - $29,999",1,7932
0,FAY,DIR,0,Black or African American,0,MN,3.23,127.0,0,0,Biology,M,"Very High OxyS - $46,000 +",2,3963
0,FAN,TRST,0,White,0,WA,3.88,468.0,0,0,Pre-law Advising,F,"Low OxyS - $1 to $19,999",1,2691
0,FAN,TRST,0,"Asian, White",0,CA,4.0,895.0,1,1,Economics,M,"Low OxyS - $1 to $19,999",1,8774
1,FAY,NO,0,"Black or African American, White",0,CA,3.54,455.0,1,0,Kinesiology,F,"Very High OxyS - $46,000 +",3,7501
0,FAN,DIR,0,Asian,0,,,,0,0,Psychology,F,"Low OxyS - $1 to $19,999",1,5322
0,FAN,NO,0,"Asian, Hispanic/Latino",0,HI,3.84,426.0,1,1,Biology,F,No OxyS - $0,3,8404
0,FAY,NO,0,White,1,CA,3.96,404.0,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,7766
0,FAY,NO,0,White,0,CA,3.5,300.0,0,0,Art History,F,"Low OxyS - $1 to $19,999",3,6665
0,FAY,PRES,0,Asian,0,WA,4.0,502.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",1,5116
0,FAY,NO,0,Asian,1,WA,3.82,478.0,1,1,Pre-law Advising,F,"Low OxyS - $1 to $19,999",3,4914
1,FAY,NO,0,"Hispanic/Latino, White",0,NM,3.57,39.0,1,0,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",3,8985
0,FAN,LDRS,0,White,0,OR,4.0,,0,0,Economics,M,"Low OxyS - $1 to $19,999",1,8278
0,FAY,NO,0,Black or African American,0,IL,3.81,144.0,1,1,Psychology,F,"Very High OxyS - $46,000 +",3,9134
0,FAY,DIR,0,White,0,NC,3.67,318.0,0,0,Physics,M,"Medium OxyS - $20,000 - $29,999",2,7377
0,FAY,NO,0,White,0,CA,3.52,450.0,0,0,Interdisciplinary Writing,F,No OxyS - $0,3,8512
0,FAN,NO,1,White,0,NV,3.78,62.0,0,0,Diplomacy & World Affairs,F,No OxyS - $0,3,7121
0,FAY,DIR,0,"Asian, Hispanic/Latino",0,CA,3.68,,0,0,Economics,F,"Low OxyS - $1 to $19,999",2,5090
1,FAY,DIR,0,White,0,NY,3.64,842.0,0,1,Environmental Science,M,"Very High OxyS - $46,000 +",2,123
0,FAY,NO,0,"Asian, Hispanic/Latino, White",0,CA,3.84,455.0,0,0,Engineering Combined Degree Program,F,"Low OxyS - $1 to $19,999",3,5780
0,FAY,NO,0,White,0,CA,3.59,725.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",3,9031
1,FAY,DIR,0,Asian,0,CA,3.73,737.0,1,1,Biology,F,"Low OxyS - $1 to $19,999",2,2101
1,FAY,PRES,1,White,0,OH,4.0,258.0,0,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",1,4093
0,FAY,DIR,0,White,0,ID,4.0,23.0,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",2,2535
0,FAY,NO,0,White,0,CA,3.76,236.0,1,0,Neuroscience,F,"High OxyS - $30,000 to $45,999",2,6625
0,FAY,,0,Black or African American,0,MS,3.8,,1,1,Biology,M,"High OxyS - $30,000 to $45,999",3,264
0,FAY,PRES,0,Asian,0,WA,3.88,480.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",1,85
0,FAY,TRST,0,Asian,0,CA,3.91,505.0,1,0,Psychology,M,"High OxyS - $30,000 to $45,999",1,5284
1,FAY,NO,0,"American Indian or Alaska Native, Black or African American",0,OK,3.26,75.0,1,1,Biology,F,"Very High OxyS - $46,000 +",3,4517
0,FAN,DIR,0,White,0,OR,3.73,80.0,0,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",2,6282
0,FAN,TRST,0,White,0,MA,3.94,436.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",1,1104
0,FAY,,0,"Hispanic/Latino, White",0,MA,3.3,,0,0,Kinesiology,M,"Low OxyS - $1 to $19,999",3,1199
0,FAN,DIR,0,White,0,WA,3.98,,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,6463
0,FAY,NO,0,White,1,MN,3.93,408.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",2,8336
0,FAY,,0,White,0,CA,3.82,,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,9199
0,FAY,TRST,0,"Hispanic/Latino, White",0,TX,4.0,718.0,1,1,Mathematics,M,"Medium OxyS - $20,000 - $29,999",1,7406
0,FAY,DIR,0,Asian,0,CA,3.72,38.0,0,0,Psychology,F,"High OxyS - $30,000 to $45,999",2,195
0,FAY,DIR,0,White,1,CA,4.0,611.0,1,1,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,5142
0,FAY,TRST,0,Hispanic/Latino,1,CA,4.0,,1,0,Neuroscience,M,"High OxyS - $30,000 to $45,999",1,4792
1,FAY,NO,0,"Black or African American, White",0,CA,3.05,383.0,1,0,Urban and Environmental Policy,M,No OxyS - $0,5,2392
0,FAY,DIR,0,White,0,HI,3.83,432.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,6014
0,FAN,PRES,0,White,0,CA,3.98,121.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",1,859
0,FAY,NO,0,Hispanic/Latino,1,CA,3.94,120.0,1,0,Education,F,"High OxyS - $30,000 to $45,999",3,7389
0,FAY,DIR,0,White,0,MN,3.96,50.0,1,0,Music,F,"Very High OxyS - $46,000 +",2,4063
0,FAN,LDRS,0,Asian,0,WA,3.98,244.0,0,0,Pre-law Advising,F,"Low OxyS - $1 to $19,999",2,5805
0,FAN,TRST,0,"Asian, White",0,CA,3.8,476.0,0,0,Biology,M,"Low OxyS - $1 to $19,999",1,558
0,FAY,,0,Hispanic/Latino,1,CA,3.96,,0,0,Sociology,F,"High OxyS - $30,000 to $45,999",3,5910
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.48,687.0,1,0,Psychology,F,"High OxyS - $30,000 to $45,999",3,6431
0,FAN,NO,0,Asian,0,CA,3.77,895.0,0,0,Biochemistry,M,No OxyS - $0,3,5011
1,FAY,NO,0,White,0,CA,3.41,490.0,1,1,Economics,M,"Low OxyS - $1 to $19,999",4,7254
0,FAY,NO,0,White,0,CA,3.62,446.0,0,0,Biology,F,No OxyS - $0,3,4751
0,FAN,TRST,0,White,0,WA,4.0,369.0,0,0,Environmental Science,F,"Low OxyS - $1 to $19,999",1,7973
1,FAY,NO,0,White,0,MD,3.54,70.0,1,1,Linguistics,F,"High OxyS - $30,000 to $45,999",3,5634
0,FAY,NO,0,Hispanic/Latino,0,CA,3.85,441.0,1,0,Computer Science,M,"High OxyS - $30,000 to $45,999",3,7575
0,FAY,NO,0,Asian,0,MN,3.78,124.0,0,0,Sociology,F,"Very High OxyS - $46,000 +",3,6758
1,FAY,DIR,0,Black or African American,0,FL,3.66,375.0,1,0,Psychology,F,"Very High OxyS - $46,000 +",2,5507
0,FAY,PRES,0,White,0,CA,3.89,485.0,1,0,Politics,M,"High OxyS - $30,000 to $45,999",1,5829
0,FAY,TRST,0,Asian,0,CA,3.85,738.0,0,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,1461
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.61,271.0,1,0,English,M,"High OxyS - $30,000 to $45,999",4,7144
0,FAY,TRST,0,White,0,CA,4.0,113.0,0,0,Mathematics,M,"Low OxyS - $1 to $19,999",1,4009
0,FAN,TRST,0,White,0,CA,3.8,,0,0,Economics,F,"Low OxyS - $1 to $19,999",1,5240
1,FAY,NO,0,White,0,NY,3.5,168.0,1,0,History,M,"High OxyS - $30,000 to $45,999",3,3059
0,FAY,,0,White,0,CA,3.94,,0,0,Biochemistry,F,No OxyS - $0,3,337
0,FAN,NO,0,White,0,CA,3.81,99.0,1,0,Cognitive Science,M,No OxyS - $0,2,6360
0,FAY,PRES,0,Black or African American,1,GA,3.98,350.0,0,0,Neuroscience,F,"Very High OxyS - $46,000 +",1,3804
0,FAY,TRST,0,"Black or African American, White",0,OR,4.0,,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",1,6167
0,FAY,NO,0,Black or African American,0,NJ,3.42,452.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",3,9068
0,FAY,DIR,0,White,0,WA,3.76,65.0,0,1,Undecided,F,"Low OxyS - $1 to $19,999",2,7598
0,FAY,DIR,0,White,0,TX,3.52,708.0,0,0,Physics,M,"Low OxyS - $1 to $19,999",2,8578
0,FAY,NO,0,Hispanic/Latino,1,CA,3.46,333.0,1,0,Mathematics,F,"Very High OxyS - $46,000 +",4,182
0,FAY,,0,"American Indian or Alaska Native, Black or African American, Hispanic/Latino, White",0,MA,3.76,,0,0,Theater,F,"Very High OxyS - $46,000 +",2,8286
0,FAN,NO,0,Asian,0,Tamil Nadu,3.29,31.0,0,0,Psychology,F,No OxyS - $0,4,7001
0,FAY,NO,0,White,0,MA,3.85,185.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",3,6654
0,FAY,NO,0,Hispanic/Latino,1,CA,3.97,537.0,1,0,Economics,M,"Very High OxyS - $46,000 +",3,1406
0,FAY,,0,Black or African American,0,MA,3.0,,0,0,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",4,6773
0,FAY,DIR,0,"American Indian or Alaska Native, Hispanic/Latino, White",1,MO,4.0,441.0,0,0,Critical Theory & Social Justice,F,"Medium OxyS - $20,000 - $29,999",2,2382
0,FAY,NO,0,Hispanic/Latino,1,CA,3.6,300.0,0,0,Pre-health Professions,F,"Very High OxyS - $46,000 +",3,7358
1,FAN,LDRS,0,White,0,LA,3.44,188.0,1,0,History,F,"Low OxyS - $1 to $19,999",2,7928
0,FAY,,0,White,0,WA,3.86,,0,0,Psychology,F,"Medium OxyS - $20,000 - $29,999",2,4007
0,FAY,DIR,0,White,0,CA,3.67,554.0,0,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",2,1585
0,FAY,DIR,0,White,0,CA,3.71,389.0,0,0,Sociology,M,"Low OxyS - $1 to $19,999",2,6416
0,FAY,TRST,0,White,0,MN,4.0,376.0,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",1,5714
0,FAY,,0,"Hispanic/Latino, White",0,CA,3.69,,0,0,Politics,F,"High OxyS - $30,000 to $45,999",2,646
0,FAY,NO,0,American Indian or Alaska Native,0,AZ,3.94,31.0,1,0,Theater,F,"High OxyS - $30,000 to $45,999",4,3307
1,FAY,PRES,0,White,0,OR,3.82,243.0,1,0,Politics,F,"Medium OxyS - $20,000 - $29,999",1,9041
0,FAY,,0,"Hispanic/Latino, White",1,CA,3.98,,1,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,6708
1,FAY,NO,0,Black or African American,0,MD,3.52,77.0,0,0,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",4,2473
0,FAY,NO,0,Black or African American,0,OH,3.39,280.0,0,0,Politics,M,"Very High OxyS - $46,000 +",4,1035
0,FAY,TRST,0,White,0,,4.0,93.0,0,0,Cognitive Science,M,"High OxyS - $30,000 to $45,999",1,3271
1,FAY,,0,Asian,0,HI,3.93,,1,1,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,7875
0,FAY,PRES,0,White,0,MN,4.0,793.0,0,0,Philosophy,M,"Medium OxyS - $20,000 - $29,999",1,664
0,FAY,TRST,0,Asian,0,CA,3.94,243.0,1,1,Politics,M,"Low OxyS - $1 to $19,999",1,9432
0,FAN,NO,0,Asian,0,CA,3.54,36.0,1,0,Psychology,F,No OxyS - $0,4,4714
0,FAY,DIR,0,Asian,0,CA,3.75,738.0,0,0,Mathematics,F,"Low OxyS - $1 to $19,999",2,1379
0,FAY,DIR,0,White,0,CA,3.97,158.0,1,0,English,F,"High OxyS - $30,000 to $45,999",2,4758
0,FAY,DIR,0,White,0,OR,3.85,410.0,1,0,Politics,F,"High OxyS - $30,000 to $45,999",2,4288
0,FAY,NO,0,White,0,NJ,3.85,324.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",3,3483
0,FAY,,0,Black or African American,0,CA,3.59,,1,0,Biology,F,"High OxyS - $30,000 to $45,999",5,506
0,FAY,NO,0,White,0,CA,3.75,541.0,1,0,Economics,M,No OxyS - $0,3,7415
0,FAY,TRST,0,White,0,CA,4.0,100.0,1,1,Cognitive Science,F,"Low OxyS - $1 to $19,999",1,7199
0,FAN,DIR,0,White,0,CA,3.69,446.0,0,0,Physics,M,"Low OxyS - $1 to $19,999",2,8305
1,FAN,NO,0,Asian,0,CA,3.58,660.0,0,0,Politics,M,No OxyS - $0,4,81
0,FAY,DIR,0,"Asian, White",0,WA,4.0,,0,0,Independent Pattern of Study,F,"Medium OxyS - $20,000 - $29,999",2,4940
0,FAY,PRES,0,White,0,CA,3.63,,1,1,Chemistry,M,"Low OxyS - $1 to $19,999",2,7261
0,FAN,DIR,0,White,0,OR,3.85,80.0,1,1,Group Language (Foreign Languages),F,"Medium OxyS - $20,000 - $29,999",2,8151
0,FAY,TRST,0,White,0,,3.97,93.0,0,0,Computer Science,F,"Low OxyS - $1 to $19,999",1,5326
1,FAY,,0,Hispanic/Latino,0,CA,3.85,,0,0,Biology,F,"Medium OxyS - $20,000 - $29,999",4,3565
0,FAY,,0,White,0,IL,3.6,,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,5798
1,FAY,DIR,0,White,1,IL,3.52,458.0,1,0,Theater,M,"Very High OxyS - $46,000 +",2,8847
0,FAN,DIR,0,Asian,0,,3.58,218.0,1,0,East Asian Studies,M,"Low OxyS - $1 to $19,999",2,1431
0,FAY,TRST,0,White,0,CA,3.73,551.0,1,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,6151
0,FAY,NO,0,White,0,MN,3.38,128.0,1,0,Urban and Environmental Policy,F,"Medium OxyS - $20,000 - $29,999",3,2252
0,FAY,TRST,0,White,0,OR,4.0,,0,0,Psychology,M,"Low OxyS - $1 to $19,999",1,7098
0,FAY,DIR,0,White,0,CO,3.7,,1,1,Biology,F,"Low OxyS - $1 to $19,999",2,6288
0,FAN,NO,0,White,0,CA,3.61,517.0,0,0,History,M,No OxyS - $0,3,3415
0,FAY,DIR,0,White,0,CA,3.94,84.0,0,1,Politics,M,"Low OxyS - $1 to $19,999",2,6392
0,FAN,LDRS,0,White,1,HI,3.7,73.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",3,8540
0,FAY,DIR,0,"Hispanic/Latino, White",0,CO,4.0,54.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,1710
0,FAN,NO,0,"Asian, White",0,NY,3.63,264.0,0,0,Economics,M,No OxyS - $0,3,8638
0,FAN,TRST,0,White,0,NJ,3.89,77.0,0,0,English,F,"Low OxyS - $1 to $19,999",1,6961
0,FAN,DIR,0,Asian,1,CA,3.59,849.0,1,0,Pre-health Professions,M,"Low OxyS - $1 to $19,999",2,4421
0,FAN,NO,0,White,0,IL,3.24,980.0,0,0,Cognitive Science,F,No OxyS - $0,4,2977
0,FAY,NO,0,White,0,WA,3.57,302.0,0,0,Neuroscience,M,"Low OxyS - $1 to $19,999",3,4535
1,FAY,NO,0,White,1,AZ,4.0,90.0,1,0,Biology,F,"Very High OxyS - $46,000 +",2,326
0,FAY,TRST,0,White,0,UT,3.85,428.0,0,0,Philosophy,M,"Medium OxyS - $20,000 - $29,999",1,8230
